506215 6136474
506160 6136658
505915 6137555
505265 6139913
504543 6142532
503799 6145243
503449 6146530

445886 6090060
445769 6090205
445506 6090573
445301 6090942
444123 6093071
443098 6094928
442053 6096836
441087 6098613
440088 6100454
439338 6101957
439349 6102077
439410 6102236
439519 6102384
439811 6102757
439898 6102868
441187 6104515
442636 6106366
443924 6107999
445024 6109480
445073 6109664
445483 6111297
445978 6113248
446368 6114829
446344 6115042
446277 6115254
446119 6115688
446019 6115868
445643 6116392
445361 6116728
445297 6116929
445338 6117126
445460 6117561
445577 6117712
445722 6117786
445823 6117801
446132 6117807
448037 6117867
448572 6118017
449437 6118310
450194 6118589
451641 6119099
453639 6119803
455667 6120518
457700 6121230
459713 6121939
461735 6122653
463372 6123231
465331 6123923
466040 6124172
466270 6124246
466811 6124395
468563 6124901
469764 6125272
471699 6125871
473625 6126468
475649 6127097
477674 6127713
479617 6128317
481544 6128916
483499 6129524
485482 6130141
487547 6130782
489519 6131395
491467 6131999
493496 6132629
495514 6133252
496547 6133594
498563 6134281
500084 6134767
500739 6134952
502765 6135522
504737 6136077
506155 6136455
507240 6136717
509244 6137205
510654 6137505
510806 6137496
511161 6137429
511691 6137280
513418 6136838
513610 6136846
514095 6136842
516191 6136813
518481 6136783
519198 6136773

446856 6075364
446837 6075870
446778 6077894
446707 6080299
446666 6082840
446661 6084901
446724 6085385
446986 6087102
447132 6088208
447117 6088371
447064 6088530
446658 6089098
445909 6090039
446578 6090583
448732 6092400
451327 6094573
452891 6095892
454607 6097323
454772 6097372
456174 6097572
458199 6097859
458747 6098004
458824 6098102
458985 6098326
460057 6098337
460851 6098313
461044 6098236
462284 6097787
464845 6096837
466295 6096299
466477 6096292
466913 6096315
467805 6096360
470041 6096467
472065 6096552
472865 6096608
473169 6096602
473599 6096619
473689 6096674
473841 6096630
474047 6096643
476086 6096768
478125 6096899
479198 6096999
479306 6097046
481155 6097836
481938 6098167

496972 6105718
496807 6105618
495791 6104975
494041 6103868
492228 6102723
490538 6101644
489874 6101258
489665 6101264
489176 6101255
488984 6101180
488588 6101001
488067 6100788
487189 6100404
486026 6099919
485436 6099668
485311 6099616
483821 6098968
481854 6098131
479988 6097328
479062 6096963
478896 6096950
476993 6096827
474979 6096696
473755 6096625
472998 6096606
472620 6096573
472263 6096565
471536 6096529
470041 6096467
467805 6096360
466295 6096299
466127 6096361
463417 6097360
461523 6098060
460851 6098313
460057 6098337
459039 6098365
458824 6098102
458747 6098004
458577 6097931
458199 6097859
457217 6097714
454772 6097372
454607 6097323
454158 6096966
452891 6095892
451327 6094573
448732 6092400
446578 6090583
445909 6090039
446658 6089098
447064 6088530
447117 6088371
447132 6088208
447109 6088000
446986 6087102
446724 6085385
446644 6084663
446646 6083773
446666 6082840
446707 6080299
446778 6077894
446837 6075870
446856 6075364

458763 6135840
458857 6135877
459025 6135992
459548 6136394
459618 6136497
459802 6136608
460022 6136750
460081 6136871
460124 6136982
462127 6139770
462098 6139624
462042 6139471
461851 6139013
461801 6138887
461712 6138790
461619 6138693
461552 6138563

446902 6074197
446916 6073409
446904 6072764
446844 6071076
446792 6070799
446380 6068566
445977 6066393
445957 6066139
446094 6065929
446284 6065697
447313 6064459
447361 6064226
447336 6063974
447313 6063735
447405 6063508
447532 6063269
448081 6062124
448146 6061935
448194 6061793

446856 6075364
446862 6075220
446902 6074197
447030 6074179
447201 6074185
448992 6074264
449074 6074196
449204 6074084
449310 6074182
449404 6074304
449537 6074291
449656 6074258
449767 6074151
449831 6074051
449894 6073887
449983 6073789
450141 6073792
451479 6073829
451502 6074157
451609 6074145
451758 6074151
453799 6074238
455943 6074330
457977 6074421
459722 6074503
459816 6074574
459900 6074697
460018 6074702
460173 6074636
460961 6074300
461074 6074204
461268 6074216
463317 6074351
464833 6074472
464957 6074534
465077 6074628
465262 6074764
465438 6074782
466027 6074822
467265 6074894
468772 6075003
470474 6075095
470946 6075099
471750 6075131
471865 6075209
472185 6075461
472923 6076014
473274 6076248
474884 6077330
475030 6077348
475329 6077352
475455 6077328
